2021-07-21 18:00:00 [main] INFO  rootlog:41 - this is logger
2021-07-21 18:00:04 [main] INFO  outfile:85 - By.xpath: //*[@id="nav-contact"]/a FOUND
2021-07-21 18:00:04 [main] INFO  outfile:178 - Element click [[ChromeDriver: chrome on MAC (cf6d9a456d494d6781db2f5156085a5b)] -> xpath: //*[@id="nav-contact"]/a] successful
2021-07-21 18:00:04 [main] INFO  outfile:85 - By.xpath: //a[contains(text(),'Submit')] FOUND
2021-07-21 18:00:04 [main] INFO  outfile:178 - Element click [[ChromeDriver: chrome on MAC (cf6d9a456d494d6781db2f5156085a5b)] -> xpath: //a[contains(text(),'Submit')]] successful
2021-07-21 18:00:04 [main] INFO  outfile:85 - By.xpath: //*[@id="forename"] FOUND
2021-07-21 18:00:05 [main] INFO  outfile:178 - Element click [[ChromeDriver: chrome on MAC (cf6d9a456d494d6781db2f5156085a5b)] -> xpath: //*[@id="forename"]] successful
2021-07-21 18:00:05 [main] INFO  outfile:394 - Element set - [[ChromeDriver: chrome on MAC (cf6d9a456d494d6781db2f5156085a5b)] -> xpath: //*[@id="forename"]] - peter
2021-07-21 18:00:05 [main] INFO  outfile:85 - By.xpath: //*[@id="email"] FOUND
2021-07-21 18:00:05 [main] INFO  outfile:178 - Element click [[ChromeDriver: chrome on MAC (cf6d9a456d494d6781db2f5156085a5b)] -> xpath: //*[@id="email"]] successful
2021-07-21 18:00:05 [main] INFO  outfile:394 - Element set - [[ChromeDriver: chrome on MAC (cf6d9a456d494d6781db2f5156085a5b)] -> xpath: //*[@id="email"]] - peter.paul@gmail.com
2021-07-21 18:00:05 [main] INFO  outfile:85 - By.xpath: //*[@id="message"] FOUND
2021-07-21 18:00:05 [main] INFO  outfile:178 - Element click [[ChromeDriver: chrome on MAC (cf6d9a456d494d6781db2f5156085a5b)] -> xpath: //*[@id="message"]] successful
2021-07-21 18:00:05 [main] INFO  outfile:394 - Element set - [[ChromeDriver: chrome on MAC (cf6d9a456d494d6781db2f5156085a5b)] -> xpath: //*[@id="message"]] - Nice website - peter
2021-07-21 18:00:06 [main] INFO  outfile:85 - By.xpath: //a[contains(text(),'Submit')] FOUND
2021-07-21 18:00:06 [main] INFO  outfile:178 - Element click [[ChromeDriver: chrome on MAC (cf6d9a456d494d6781db2f5156085a5b)] -> xpath: //a[contains(text(),'Submit')]] successful
2021-07-21 18:00:18 [main] INFO  outfile:85 - By.xpath: //a[@class = 'btn'] FOUND
2021-07-21 18:00:18 [main] INFO  outfile:178 - Element click [[ChromeDriver: chrome on MAC (cf6d9a456d494d6781db2f5156085a5b)] -> xpath: //a[@class = 'btn']] successful
2021-07-21 22:11:40 [main] INFO  rootlog:41 - Scenario1 - Comments Validation Started
2021-07-21 22:11:40 [main] INFO  rootlog:42 - ---------------------------------------
2021-07-21 22:11:42 [main] INFO  outfile:85 - By.xpath: //*[@id="nav-contact"]/a FOUND
2021-07-21 22:11:42 [main] INFO  outfile:178 - Element click [[ChromeDriver: chrome on MAC (4ed49d9313a9e5aa85868cea8573958d)] -> xpath: //*[@id="nav-contact"]/a] successful
2021-07-21 22:11:43 [main] INFO  outfile:85 - By.xpath: //a[contains(text(),'Submit')] FOUND
2021-07-21 22:11:43 [main] INFO  outfile:178 - Element click [[ChromeDriver: chrome on MAC (4ed49d9313a9e5aa85868cea8573958d)] -> xpath: //a[contains(text(),'Submit')]] successful
2021-07-21 22:11:43 [main] INFO  outfile:85 - By.xpath: //*[@id="forename"] FOUND
2021-07-21 22:11:43 [main] INFO  outfile:178 - Element click [[ChromeDriver: chrome on MAC (4ed49d9313a9e5aa85868cea8573958d)] -> xpath: //*[@id="forename"]] successful
2021-07-21 22:11:43 [main] INFO  outfile:394 - Element set - [[ChromeDriver: chrome on MAC (4ed49d9313a9e5aa85868cea8573958d)] -> xpath: //*[@id="forename"]] - peter
2021-07-21 22:11:43 [main] INFO  outfile:85 - By.xpath: //*[@id="email"] FOUND
2021-07-21 22:11:43 [main] INFO  outfile:178 - Element click [[ChromeDriver: chrome on MAC (4ed49d9313a9e5aa85868cea8573958d)] -> xpath: //*[@id="email"]] successful
2021-07-21 22:11:43 [main] INFO  outfile:394 - Element set - [[ChromeDriver: chrome on MAC (4ed49d9313a9e5aa85868cea8573958d)] -> xpath: //*[@id="email"]] - peter.paul@gmail.com
2021-07-21 22:11:43 [main] INFO  outfile:85 - By.xpath: //*[@id="message"] FOUND
2021-07-21 22:11:43 [main] INFO  outfile:178 - Element click [[ChromeDriver: chrome on MAC (4ed49d9313a9e5aa85868cea8573958d)] -> xpath: //*[@id="message"]] successful
2021-07-21 22:11:43 [main] INFO  outfile:394 - Element set - [[ChromeDriver: chrome on MAC (4ed49d9313a9e5aa85868cea8573958d)] -> xpath: //*[@id="message"]] - Nice website - peter
2021-07-21 22:11:45 [main] INFO  outfile:85 - By.xpath: //a[contains(text(),'Submit')] FOUND
2021-07-21 22:11:45 [main] INFO  outfile:178 - Element click [[ChromeDriver: chrome on MAC (4ed49d9313a9e5aa85868cea8573958d)] -> xpath: //a[contains(text(),'Submit')]] successful
2021-07-21 22:11:56 [main] INFO  outfile:85 - By.xpath: //a[@class = 'btn'] FOUND
2021-07-21 22:11:56 [main] INFO  outfile:178 - Element click [[ChromeDriver: chrome on MAC (4ed49d9313a9e5aa85868cea8573958d)] -> xpath: //a[@class = 'btn']] successful
2021-07-21 22:11:57 [main] INFO  outfile:85 - By.xpath: //*[@id='nav-home']/a FOUND
2021-07-21 22:11:57 [main] INFO  outfile:178 - Element click [[ChromeDriver: chrome on MAC (4ed49d9313a9e5aa85868cea8573958d)] -> xpath: //*[@id='nav-home']/a] successful
2021-07-21 22:12:02 [main] INFO  rootlog:53 - Scenario1 - Comments Validation Completed
2021-07-21 22:12:02 [main] INFO  rootlog:62 - Scenario2 - Multiple Comments Started
2021-07-21 22:12:02 [main] INFO  rootlog:63 - -------------------------------------
2021-07-21 22:12:02 [main] INFO  outfile:85 - By.xpath: //*[@id="nav-contact"]/a FOUND
2021-07-21 22:12:02 [main] INFO  outfile:178 - Element click [[ChromeDriver: chrome on MAC (4ed49d9313a9e5aa85868cea8573958d)] -> xpath: //*[@id="nav-contact"]/a] successful
2021-07-21 22:12:02 [main] INFO  outfile:85 - By.xpath: //*[@id="forename"] FOUND
